vehicle,time,voltage,soc
ID1,2021-03-30 01:50:01.281,450.25,96.4
ID1,2021-03-30 01:55:26.400,450.274,96.4
ID1,2021-03-30 02:03:50.120,450.391,96.529
ID1,2021-03-30 02:06:17.133,450.496,96.8
ID1,2021-03-30 02:12:10.251,450.502,96.8
ID1,2021-03-30 02:15:03.281,450.597,96.8
ID1,2021-03-30 02:20:37.553,450.735,96.8
ID1,2021-03-30 02:29:10.033,450.75,96.8
ID1,2021-03-30 02:33:58.108,450.78,96.8
ID1,2021-03-30 02:35:04.000,450.89,96.8
ID1,2021-03-30 02:40:03.456,450.992,96.989
ID1,2021-03-30 02:46:01.967,451.001,97.2
ID1,2021-03-30 02:52:05.090,451.095,97.2
ID1,2021-03-30 02:56:43.820,451.2,97.2
ID1,2021-03-30 03:02:49.902,451.25,97.2
ID1,2021-03-30 03:05:06.734,451.276,97.2
ID1,2021-03-30 03:11:15.699,451.397,97.2
ID1,2021-03-30 03:15:54.386,451.495,97.2
ID1,2021-03-30 03:24:32.407,451.5,97.474
ID1,2021-03-30 03:28:04.236,451.554,97.6
ID1,2021-03-30 03:32:43.138,451.667,97.6
ID1,2021-03-30 03:36:36.485,451.749,97.6
ID1,2021-03-30 03:41:10.756,451.755,97.6
ID1,2021-03-30 03:47:41.876,451.91,97.6
ID1,2021-03-30 03:50:03.439,451.993,97.6
ID1,2021-03-30 03:55:11.462,451.966,97.6
ID1,2021-03-30 04:00:41.496,451.753,97.6
ID1,2021-03-30 04:06:20.608,451.745,97.6
ID1,2021-03-30 04:12:54.642,451.679,97.6
ID1,2021-03-30 04:15:07.131,451.625,97.6
ID1,2021-03-30 04:21:16.664,451.519,97.6
ID1,2021-03-30 04:27:05.687,451.5,97.6
ID1,2021-03-30 04:31:23.784,451.5,97.6
ID1,2021-03-30 04:38:06.320,451.5,97.6
ID1,2021-03-30 04:40:03.175,451.438,97.6
ID1,2021-03-30 04:46:33.342,451.381,97.6
ID1,2021-03-30 04:54:59.449,451.345,97.6
ID1,2021-03-30 04:56:40.447,451.252,97.6
ID1,2021-03-30 05:00:52.362,451.25,97.6
ID1,2021-03-30 05:05:01.393,451.25,97.6
ID1,2021-03-30 05:11:52.558,451.249,97.6
ID1,2021-03-30 05:17:40.880,451.216,97.6
ID1,2021-03-30 05:21:39.699,451.134,97.363
ID1,2021-03-30 05:28:34.785,451.095,97.2
ID1,2021-03-30 05:30:06.462,451.046,97.2
ID1,2021-03-30 05:38:28.713,451.0,97.2
ID1,2021-03-30 05:41:01.122,451.0,97.2
ID1,2021-03-30 05:46:50.151,451.0,97.2
ID1,2021-03-30 05:53:33.655,450.992,97.2
ID1,2021-03-30 05:55:14.921,450.952,97.2
ID1,2021-03-30 06:03:36.319,450.892,97.2
ID1,2021-03-30 06:06:03.506,450.876,97.2
ID1,2021-03-30 06:11:50.382,450.821,97.2
ID1,2021-03-30 06:18:46.689,450.754,97.2
ID1,2021-03-30 06:20:13.418,450.75,97.2
ID1,2021-03-30 06:28:44.415,450.75,97.2
ID1,2021-03-30 06:31:05.141,450.81,97.2
ID1,2021-03-30 06:37:10.311,451.0,97.2
ID1,2021-03-30 06:41:28.477,451.119,97.2
ID1,2021-03-30 06:45:36.205,451.245,97.2
ID1,2021-03-30 06:53:52.694,451.267,97.2
ID1,2021-03-30 06:55:59.202,451.378,97.2
ID1,2021-03-30 07:01:33.511,451.483,97.22
ID1,2021-03-30 07:06:17.469,451.5,97.6
ID1,2021-03-30 07:10:41.582,451.554,97.6
ID1,2021-03-30 07:15:19.891,451.682,97.6
ID1,2021-03-30 07:23:34.399,451.75,97.6
ID1,2021-03-30 07:25:36.879,451.811,97.6
ID1,2021-03-30 07:31:11.106,451.922,97.6
ID1,2021-03-30 07:35:43.667,451.999,97.6
ID1,2021-03-30 07:40:13.049,452.026,97.697
ID1,2021-03-30 07:48:31.771,452.149,98.0
ID1,2021-03-30 07:51:14.482,452.247,98.0
ID1,2021-03-30 07:56:23.444,452.253,98.0
ID1,2021-03-30 08:00:41.653,452.335,98.0
ID1,2021-03-30 08:07:25.358,452.482,98.0
ID1,2021-03-30 08:10:53.091,452.053,98.0
ID1,2021-03-30 08:15:00.236,446.117,97.264
ID1,2021-03-30 08:23:47.563,441.586,95.055
ID1,2021-03-30 08:25:03.232,440.355,93.2
ID1,2021-03-30 08:31:08.013,439.692,91.545
ID1,2021-03-30 08:35:01.589,442.417,91.2
ID1,2021-03-30 08:59:48.022,443.538,91.2
ID1,2021-03-30 09:02:26.044,439.595,90.8
ID1,2021-03-30 09:05:54.364,435.031,88.678
ID1,2021-03-30 09:14:47.506,432.953,86.979
ID1,2021-03-30 09:16:33.161,436.639,86.233
ID1,2021-03-30 09:24:14.365,435.567,85.828
ID1,2021-03-30 09:25:05.224,436.519,85.6
ID1,2021-03-30 10:53:44.995,436.982,85.6
ID1,2021-03-30 10:58:38.313,436.94,85.6
ID1,2021-03-30 11:01:31.286,436.769,85.6
ID1,2021-03-30 11:05:09.077,436.723,85.375
ID1,2021-04-14 11:32:17.487,440.651,85.2
ID1,2021-04-14 11:35:02.015,441.0,85.6
ID1,2021-04-14 12:03:10.528,445.844,89.0
ID1,2021-04-14 12:20:15.603,448.306,91.046
ID1,2021-04-14 13:19:30.766,432.858,81.6
ID1,2021-04-14 13:20:00.909,432.75,81.6
ID1,2021-04-14 14:47:30.848,390.547,53.018
ID1,2021-04-14 14:54:17.559,392.686,51.644
ID1,2021-04-14 14:55:06.809,400.177,51.6
ID1,2021-04-14 15:31:33.908,400.592,
ID1,2021-04-14 15:35:03.974,401.871,48.171
ID1,2021-04-14 15:43:04.883,403.559,50.16
ID1,2021-04-14 15:47:26.633,404.868,51.415
ID1,2021-04-14 15:51:23.970,406.149,52.5
ID1,2021-04-14 15:55:49.971,407.904,53.8
ID1,2021-04-14 16:04:21.096,410.141,55.625
ID1,2021-04-14 16:07:56.905,411.997,57.133
ID1,2021-04-14 16:12:39.085,413.489,58.587
ID1,2021-04-14 16:16:36.907,414.808,59.725
ID1,2021-04-14 16:21:47.904,416.04,61.2
ID1,2021-04-14 16:26:06.334,417.608,62.367
ID1,2021-04-14 16:33:40.355,418.999,64.4
ID1,2021-04-14 16:37:28.352,420.709,65.477
ID1,2021-04-14 16:44:58.455,421.78,66.545
ID1,2021-04-14 16:45:03.500,423.371,68.022
ID1,2021-04-14 16:52:09.010,424.964,69.508
ID1,2021-04-14 16:55:58.114,426.085,70.492
ID1,2021-04-14 17:03:56.403,427.625,72.109
ID1,2021-04-14 17:05:27.221,429.296,73.513
ID1,2021-04-14 17:12:47.303,430.507,74.831
ID1,2021-04-14 17:16:21.268,431.946,76.0
ID1,2021-04-14 17:24:32.543,433.443,77.4
ID1,2021-04-14 17:29:19.270,435.231,78.867
ID1,2021-04-14 17:30:00.207,435.994,79.6
ID1,2021-04-14 17:51:39.085,442.947,85.2
ID1,2021-04-14 17:55:13.548,444.534,86.661
ID1,2021-04-14 18:03:02.483,446.321,88.171
ID1,2021-04-14 18:06:53.542,447.679,89.2
ID1,2021-04-14 18:14:08.991,449.245,90.46
ID1,2021-04-14 18:15:01.673,450.0,91.2
ID1,2021-04-15 23:01:23.393,450.442,96.4
ID1,2021-04-16 08:58:32.359,446.395,95.6
ID1,2021-04-16 09:04:59.785,446.75,95.2
ID1,2021-04-16 09:05:04.798,446.579,95.2
ID1,2021-04-16 09:11:01.126,445.544,94.4
ID1,2021-04-16 09:26:05.340,445.958,93.844
ID1,2021-04-16 09:34:19.009,446.115,93.412
ID1,2021-04-16 09:35:04.244,446.0,93.2
ID1,2021-04-16 09:46:25.965,445.438,92.8
ID1,2021-04-16 10:12:42.370,444.25,91.6
ID1,2021-04-16 10:41:08.100,443.25,
ID1,2021-04-16 10:46:33.464,443.005,90.4
ID1,2021-04-16 10:51:52.750,442.808,90.4
ID1,2021-04-16 10:58:09.828,442.674,90.233
ID1,2021-04-16 11:01:50.015,442.5,90.0
ID1,2021-04-16 11:12:59.302,442.191,89.6
ID1,2021-04-16 11:19:59.585,442.063,89.6
ID1,2021-04-16 11:20:04.617,440.681,89.432
ID1,2021-04-16 11:25:02.491,440.852,89.2
ID1,2021-04-16 15:00:21.056,441.444,89.2
ID1,2021-04-16 15:05:02.706,441.392,89.2
ID1,2021-04-16 16:58:11.822,437.415,88.825
ID1,2021-04-16 17:25:05.796,430.715,86.051
ID1,2021-04-16 17:30:02.266,432.632,84.444
ID1,2021-04-16 17:37:15.657,434.333,84.4
ID1,2021-04-16 17:40:13.289,434.204,84.0
ID1,2021-04-16 17:45:02.649,422.92,82.75
ID1,2021-04-16 17:53:46.952,431.0,
ID1,2021-04-16 23:47:02.868,430.0,79.2
ID1,2021-04-17 05:57:38.859,425.797,77.807
ID1,2021-04-17 06:00:43.301,425.182,77.424
ID1,2021-04-17 09:09:48.799,427.358,76.8
ID1,2021-04-17 14:59:16.999,426.25,75.6
ID1,2021-04-17 15:00:36.394,426.25,75.6
ID1,2021-04-17 23:51:46.637,424.784,74.4
ID1,2021-04-18 02:58:50.894,421.397,73.6
ID1,2021-04-18 03:00:02.409,420.37,73.063
ID1,2021-04-18 03:05:01.846,421.483,72.8
ID1,2021-04-18 05:49:56.362,422.75,
ID1,2021-04-18 05:50:00.940,422.82,72.4
ID1,2021-04-18 18:28:03.114,420.066,70.0
ID1,2021-04-19 05:41:38.227,415.045,67.684
ID1,2021-04-19 05:45:01.004,413.832,67.129
ID1,2021-04-19 11:14:05.585,416.005,66.133
ID1,2021-04-19 11:16:48.690,415.875,66.0
ID1,2021-04-19 13:10:30.807,415.144,65.6
ID1,2021-04-19 14:00:21.158,415.485,65.6
ID1,2021-04-19 19:51:00.872,414.5,64.8
ID1,2021-04-20 04:09:48.321,412.939,63.2
ID1,2021-04-20 04:12:58.311,412.782,63.0
ID1,2021-04-20 08:45:51.820,411.329,62.775
ID1,2021-04-20 08:52:01.349,393.114,60.244
ID1,2021-04-20 08:55:14.020,388.6,57.85
ID1,2021-04-20 09:01:26.051,390.595,53.844
ID1,2021-04-20 09:05:04.309,379.569,51.046
ID1,2021-04-20 09:10:44.804,373.58,42.792
ID1,2021-04-20 09:15:04.012,369.615,37.273
ID1,2021-04-20 09:20:06.949,385.438,33.819
ID1,2021-04-20 09:37:37.498,389.483,33.545
ID1,2021-04-20 09:40:03.990,389.251,33.307
ID1,2021-04-20 09:59:31.033,390.383,32.4
ID1,2021-04-20 10:01:54.800,389.934,32.4
ID1,2021-04-20 10:05:03.258,388.311,31.92
ID1,2021-04-20 10:10:15.770,407.201,33.794
ID1,2021-04-20 10:16:27.573,416.503,43.886
ID1,2021-04-20 10:24:57.116,408.787,47.859
ID1,2021-04-20 10:25:02.139,388.568,46.909
ID1,2021-04-20 10:32:27.526,381.893,40.235
ID1,2021-04-20 10:39:47.085,380.66,36.78
ID1,2021-04-20 10:40:02.215,376.065,32.206
ID1,2021-04-20 10:48:39.849,378.055,27.147
ID1,2021-04-20 10:53:52.445,379.741,25.543
ID1,2021-04-20 10:55:03.143,377.243,22.607
ID1,2021-04-20 11:00:04.297,383.816,21.631
ID1,2021-04-20 11:12:40.798,390.369,22.714
ID1,2021-04-20 11:15:04.692,391.51,23.789
ID1,2021-04-20 11:20:04.262,392.544,25.283
ID1,2021-04-20 11:25:11.475,393.283,26.764
ID1,2021-04-20 11:31:21.063,393.929,28.19
ID1,2021-04-20 11:35:04.834,394.51,29.681
ID1,2021-04-20 11:40:44.111,395.041,31.21
ID1,2021-04-20 11:45:02.090,395.655,32.562
ID1,2021-04-20 11:50:07.109,396.258,34.126
ID1,2021-04-20 11:55:27.548,396.852,35.682
ID1,2021-04-20 12:01:17.428,397.447,37.097
ID1,2021-04-20 12:05:02.909,398.023,38.59
ID1,2021-04-20 12:10:12.604,398.636,40.061
ID1,2021-04-20 12:16:24.361,399.409,41.544
ID1,2021-04-20 12:22:22.186,400.166,43.067
ID1,2021-04-20 12:25:32.389,400.949,44.519
ID1,2021-04-20 12:34:35.949,401.809,45.924
ID1,2021-04-20 12:37:38.616,402.742,47.362
ID1,2021-04-20 12:40:49.969,403.775,48.849
ID1,2021-04-20 12:45:03.518,404.948,50.298
ID1,2021-04-20 12:50:00.253,406.245,51.738
ID1,2021-04-20 12:55:00.380,407.745,53.086
ID1,2021-04-20 13:00:12.079,409.264,54.628
ID1,2021-04-20 13:06:22.861,410.656,56.022
ID1,2021-04-20 13:12:33.987,412.087,57.436
ID1,2021-04-20 13:15:41.967,413.515,58.858
ID1,2021-04-20 13:24:26.319,414.876,60.283
ID1,2021-04-20 13:25:01.439,416.262,61.667
ID1,2021-04-20 13:31:15.892,417.788,63.158
ID1,2021-04-20 13:36:20.829,419.16,64.493
ID1,2021-04-20 13:40:00.305,420.587,65.848
ID1,2021-04-20 13:45:47.338,422.036,67.234
ID1,2021-04-20 13:50:01.662,423.47,68.615
ID1,2021-04-20 13:57:55.839,424.778,69.952
ID1,2021-04-20 14:02:31.688,426.362,71.404
ID1,2021-04-20 14:05:18.963,427.736,72.648
ID1,2021-04-20 14:10:00.517,429.161,74.0
ID1,2021-04-20 14:17:06.815,430.534,75.314
ID1,2021-04-20 14:20:10.907,432.062,76.708
ID1,2021-04-20 14:29:26.101,433.553,77.98
ID1,2021-04-20 14:30:01.251,435.069,79.314
ID1,2021-04-20 14:35:42.332,436.544,80.622
ID1,2021-04-20 14:41:43.998,438.211,81.959
ID1,2021-04-20 14:45:02.755,439.684,83.293
ID1,2021-04-20 14:51:01.430,441.284,84.585
ID1,2021-04-20 14:55:01.266,442.885,85.86
ID1,2021-04-20 15:03:13.645,444.367,87.193
ID1,2021-04-20 15:09:25.095,445.926,88.512
ID1,2021-04-20 15:12:27.994,447.546,89.8
ID1,2021-04-20 15:15:34.419,449.027,91.069
ID1,2021-04-20 15:21:34.773,450.515,92.346
ID1,2021-04-20 15:25:02.112,451.973,93.627
ID1,2021-04-20 15:34:14.135,453.471,94.895
ID1,2021-04-20 15:35:04.490,454.23,95.774
ID1,2021-04-20 15:47:56.595,450.253,96.8
ID1,2021-04-20 15:50:51.658,450.183,96.8
ID1,2021-04-20 16:09:26.483,449.877,96.4
ID1,2021-04-20 16:10:01.945,449.846,96.4
ID1,2021-04-20 16:15:02.038,449.775,96.4
ID1,2021-04-20 17:00:44.772,449.593,96.4
ID1,2021-04-20 17:05:00.668,449.591,96.4
ID1,2021-04-20 17:13:08.090,449.75,96.4
ID1,2021-04-20 17:16:09.722,449.75,96.4
ID1,2021-04-20 17:20:04.379,449.827,96.4
ID1,2021-04-20 17:28:26.190,449.943,96.4
ID1,2021-04-20 17:30:03.990,450.0,96.4
ID1,2021-04-20 17:37:37.804,450.001,96.4
ID1,2021-04-20 17:40:03.499,450.097,96.653
ID1,2021-04-20 17:46:59.171,450.205,96.8
ID1,2021-04-20 17:53:14.681,450.25,96.8
ID1,2021-04-20 17:55:02.560,450.265,96.8
ID1,2021-04-20 18:02:14.113,450.34,96.8
ID1,2021-04-20 18:05:02.198,450.443,96.8
ID1,2021-04-20 18:11:13.598,450.5,96.8
ID1,2021-04-20 18:17:26.400,450.505,96.8
ID1,2021-04-20 18:20:24.881,450.568,97.029
ID1,2021-04-20 18:29:52.190,450.5,97.2
ID1,2021-04-20 18:33:04.402,450.495,97.026
ID1,2021-04-20 18:36:15.754,450.48,96.8
ID1,2021-04-20 18:40:01.232,450.457,96.8
ID1,2021-04-20 18:45:14.180,450.431,96.8
ID1,2021-04-20 18:58:10.916,450.379,96.8
ID1,2021-04-20 19:00:03.739,450.375,96.8
ID1,2021-04-20 19:05:03.254,450.372,96.8
ID1,2021-04-20 19:20:10.134,450.37,96.8
ID1,2021-04-20 19:42:32.050,450.302,96.8
ID1,2021-04-20 19:45:47.912,450.309,96.8
ID1,2021-04-20 19:51:59.507,450.295,96.8
ID1,2021-04-20 19:55:03.852,450.278,96.8
ID1,2021-04-20 20:04:42.873,450.477,96.8
ID1,2021-04-20 20:07:54.409,450.5,96.8
ID1,2021-04-20 20:11:08.073,450.586,96.8
ID1,2021-04-20 20:17:16.910,450.709,96.8
ID1,2021-04-20 20:20:24.589,450.75,96.8
ID1,2021-04-20 20:29:53.780,450.787,96.8
ID1,2021-04-20 20:30:03.840,450.894,97.159
ID1,2021-04-20 20:36:00.943,450.993,97.2
ID1,2021-04-20 20:40:02.614,451.003,97.2
ID1,2021-04-20 20:45:29.883,451.1,97.2
ID1,2021-04-20 20:50:00.980,451.197,97.2
ID1,2021-04-20 20:57:52.524,451.25,97.2
ID1,2021-04-20 21:00:00.643,451.267,97.2
ID1,2021-04-20 21:07:18.154,451.376,97.2
ID1,2021-04-20 21:10:01.028,451.446,97.6
ID1,2021-04-22 15:37:51.731,444.372,92.0
ID1,2021-04-22 15:40:00.241,437.593,91.371
ID1,2021-04-22 15:45:00.699,432.397,89.338
ID1,2021-04-22 15:50:16.580,437.898,88.363
ID1,2021-04-22 15:55:09.032,438.927,88.0
ID1,2021-04-22 16:00:00.776,439.451,88.0
ID1,2021-04-22 17:35:09.712,437.161,87.406
ID1,2021-04-22 17:44:37.896,425.109,84.88
ID1,2021-04-22 17:45:03.071,429.502,83.924
ID1,2021-04-22 17:51:28.643,434.062,83.6
ID1,2021-04-22 17:55:25.125,438.665,83.903
ID1,2021-04-22 18:02:01.203,440.555,85.138
ID1,2021-04-22 18:05:02.854,442.127,86.56
ID1,2021-04-22 18:10:02.554,442.628,87.2
ID1,2021-04-22 22:53:21.629,439.669,87.36
ID1,2021-04-22 22:55:05.346,439.776,87.6
ID1,2021-04-22 23:02:55.270,439.893,87.6
ID1,2021-04-22 23:05:51.110,439.998,87.6
ID1,2021-04-22 23:10:04.465,440.001,87.6
ID1,2021-04-22 23:15:00.953,440.083,87.884
ID1,2021-04-22 23:20:02.403,440.202,88.0
ID1,2021-04-22 23:25:02.934,440.25,88.0
ID1,2021-04-22 23:30:41.023,440.258,88.0
ID1,2021-04-22 23:35:59.142,440.374,88.0
ID1,2021-04-22 23:40:01.385,440.483,88.0
ID1,2021-04-22 23:45:38.439,440.5,88.0
ID1,2021-04-22 23:52:56.066,440.547,88.0
ID1,2021-04-22 23:56:19.437,440.671,88.393
ID1,2021-04-23 00:00:03.730,440.744,88.4
ID1,2021-04-23 00:46:37.750,440.5,
ID1,2021-04-23 00:52:02.087,440.5,
ID1,2021-04-23 01:12:48.508,440.714,88.4
ID1,2021-04-23 01:15:02.061,440.766,88.4
ID1,2021-04-23 01:22:20.149,440.866,88.4
ID1,2021-04-23 01:25:35.295,440.988,88.4
ID1,2021-04-23 01:30:00.179,441.0,88.4
ID1,2021-04-23 01:35:22.781,441.069,88.4
ID1,2021-04-23 01:40:03.939,441.183,88.48
ID1,2021-04-23 01:45:16.753,441.25,88.8
ID1,2021-04-23 01:54:57.241,441.255,88.8
ID1,2021-04-23 01:55:02.261,441.364,88.8
ID1,2021-04-23 02:00:00.071,441.483,88.8
ID1,2021-04-23 02:06:53.686,441.5,88.8
ID1,2021-04-23 02:11:17.587,441.516,88.8
ID1,2021-04-23 02:17:38.501,441.621,88.8
ID1,2021-04-23 02:20:04.834,441.694,88.8
ID1,2021-04-23 03:59:34.072,441.637,88.8
ID1,2021-04-23 04:00:04.569,441.735,89.055
ID1,2021-04-23 04:05:03.341,441.75,89.2
ID1,2021-04-23 04:10:01.107,441.82,89.2
ID1,2021-04-23 04:15:59.302,441.928,89.2
ID1,2021-04-23 04:20:01.159,442.006,89.2
ID1,2021-04-23 04:25:01.679,442.12,89.2
ID1,2021-04-23 04:30:43.860,442.21,89.2
ID1,2021-04-23 04:35:32.561,442.25,89.2
ID1,2021-04-23 04:40:02.349,442.266,89.553
ID1,2021-04-23 04:45:02.142,442.378,89.6
ID1,2021-04-23 04:50:00.547,442.486,89.6
ID1,2021-04-23 04:55:02.730,442.501,89.6
ID1,2021-04-23 05:00:03.242,442.541,89.6
ID1,2021-04-23 05:05:44.764,442.65,89.6
ID1,2021-04-23 05:11:20.664,442.5,89.6
ID1,2021-04-23 06:17:02.690,442.688,90.0
ID1,2021-04-23 06:20:22.164,442.75,90.0
ID1,2021-04-23 06:25:04.821,442.753,90.0
ID1,2021-04-23 06:30:13.479,442.838,90.0
ID1,2021-04-23 06:35:02.440,442.93,90.0
ID1,2021-04-23 06:40:03.542,443.0,90.0
ID1,2021-04-23 06:45:03.540,443.102,90.076
ID1,2021-04-23 06:53:02.364,443.211,90.4
ID1,2021-04-23 06:55:00.733,443.25,90.4
ID1,2021-04-23 07:00:00.704,443.284,90.4
ID1,2021-04-23 07:05:04.025,443.382,90.4
ID1,2021-04-23 07:10:08.937,443.49,90.4
ID1,2021-04-23 07:15:02.563,443.5,90.4
ID1,2021-04-23 07:20:03.571,443.536,90.4
ID1,2021-04-23 07:25:01.653,443.635,90.489
ID1,2021-04-23 07:30:05.212,443.732,90.8
ID1,2021-04-23 07:43:28.989,443.439,90.8
ID1,2021-04-23 07:46:25.257,443.359,90.8
ID1,2021-04-23 07:50:04.335,443.274,90.752
ID1,2021-04-23 07:57:07.348,443.25,90.4
ID1,2021-04-23 08:00:00.774,443.25,90.4
ID1,2021-04-23 08:05:03.929,443.249,90.4
ID1,2021-04-23 08:10:01.900,443.198,90.4
ID1,2021-04-23 08:15:04.730,443.144,90.4
ID1,2021-04-23 08:37:13.468,443.229,90.4
ID1,2021-04-23 09:32:42.518,443.5,90.4
ID1,2021-04-23 09:35:00.040,443.508,90.687
ID1,2021-04-23 09:40:00.754,443.627,90.8
ID1,2021-04-23 09:49:23.337,443.742,90.8
ID1,2021-04-23 09:50:02.050,443.75,90.8
ID1,2021-04-23 09:55:03.194,443.793,90.8
ID1,2021-04-23 10:00:00.995,443.914,90.8
ID1,2021-04-23 10:06:34.873,443.999,90.8
ID1,2021-04-23 10:10:02.011,444.044,90.8
ID1,2021-04-23 10:15:03.742,444.176,91.143
ID1,2021-04-23 10:22:30.064,444.25,91.2
ID1,2021-04-23 10:25:02.138,444.253,91.2
ID1,2021-04-23 10:30:03.772,444.357,91.2
ID1,2021-04-23 10:35:01.494,444.467,91.2
ID1,2021-04-23 10:40:04.616,444.5,91.2
ID1,2021-04-23 10:47:10.259,444.509,91.2
ID1,2021-04-23 10:50:00.676,444.613,91.215
ID1,2021-04-23 10:56:02.460,444.705,91.6
ID1,2021-04-23 11:03:51.531,444.504,91.6
ID1,2021-04-23 11:09:48.639,444.448,91.6
ID1,2021-04-23 11:12:57.338,444.355,91.6
ID1,2021-04-23 11:19:36.809,444.273,91.6
ID1,2021-04-23 11:20:04.366,444.25,91.25
ID1,2021-04-23 11:26:35.049,444.25,91.2
ID1,2021-04-23 11:30:08.463,444.237,91.2
ID1,2021-04-23 11:39:52.562,444.182,91.2
ID1,2021-04-23 11:43:15.366,444.12,91.2
ID1,2021-04-23 11:46:35.867,444.027,91.2
ID1,2021-04-23 11:50:04.871,444.0,91.2
ID1,2021-04-23 11:56:38.958,444.0,91.2
ID1,2021-04-23 12:00:04.143,444.0,91.2
ID1,2021-04-23 12:06:42.994,443.999,91.2
ID1,2021-04-23 12:10:47.672,443.957,91.2
ID1,2021-04-23 12:17:01.272,443.891,91.2
ID1,2021-04-23 12:20:28.899,443.84,91.2
ID1,2021-04-23 12:27:03.373,443.801,91.2
ID1,2021-04-23 12:30:25.734,443.756,91.2
ID1,2021-04-23 12:37:18.931,443.75,91.2
ID1,2021-04-23 12:43:40.844,443.75,91.2
ID1,2021-04-23 12:46:58.419,443.744,91.159
ID1,2021-04-23 12:53:39.666,443.73,90.8
ID1,2021-04-23 12:55:04.520,443.64,90.8
ID1,2021-04-23 13:00:20.843,443.605,90.8
ID1,2021-04-23 13:05:03.568,443.506,90.8
ID1,2021-04-23 13:10:36.182,443.5,90.8
ID1,2021-04-23 13:15:00.882,443.5,90.8
ID1,2021-04-23 13:20:22.236,443.5,90.8
ID1,2021-04-23 13:29:59.586,443.498,90.8
ID1,2021-04-23 13:30:04.605,443.489,90.8
ID1,2021-04-23 13:36:38.928,443.431,90.8
ID1,2021-04-23 13:40:04.481,443.378,90.8
ID1,2021-04-23 13:49:47.378,443.323,90.8
ID1,2021-04-23 13:50:03.429,443.271,90.8
ID1,2021-04-23 13:56:16.287,443.25,90.8
ID1,2021-04-23 14:00:01.650,443.25,90.8
ID1,2021-04-23 14:06:20.362,443.25,90.8
ID1,2021-04-23 14:10:10.986,443.248,90.8
ID1,2021-04-23 14:16:32.112,443.169,90.553
ID1,2021-04-23 14:20:00.188,443.129,90.4
ID1,2021-04-23 14:29:42.484,443.093,90.4
ID1,2021-04-23 14:30:02.656,443.032,90.4
ID1,2021-04-23 14:36:29.341,443.003,90.4
ID1,2021-04-23 14:43:12.454,443.0,90.4
ID1,2021-04-23 14:46:33.986,443.0,90.4
ID1,2021-04-23 14:50:03.527,443.0,90.4
ID1,2021-04-23 14:55:03.567,442.996,90.4
ID1,2021-04-23 15:00:18.919,442.894,90.4
ID1,2021-04-23 15:05:05.263,442.88,90.4
ID1,2021-04-23 15:10:15.298,442.835,90.4
ID1,2021-04-23 15:20:11.768,442.75,90.4
ID1,2021-04-23 15:26:58.031,442.826,90.4
ID1,2021-04-23 15:30:20.385,443.082,90.4
ID1,2021-04-23 15:35:03.297,443.223,90.4
ID1,2021-04-23 15:40:19.785,443.25,90.4
ID1,2021-04-23 15:47:06.703,443.362,90.4
ID1,2021-04-23 15:50:26.313,443.454,90.4
ID1,2021-04-23 16:00:21.349,443.537,90.8
ID1,2021-04-23 16:06:55.195,443.711,90.8
ID1,2021-04-23 16:13:16.496,443.75,90.8
ID1,2021-04-23 16:16:17.134,443.783,90.8
ID1,2021-04-23 16:23:06.019,443.886,90.8
ID1,2021-04-23 16:25:02.265,443.994,90.8
ID1,2021-04-23 16:32:38.417,444.0,90.8
ID1,2021-04-23 16:35:37.664,444.075,90.871
ID1,2021-04-23 16:42:34.114,444.205,91.2
ID1,2021-04-23 16:45:57.555,444.25,91.2
ID1,2021-04-23 16:52:30.579,444.267,91.2
ID1,2021-04-23 16:55:01.233,444.372,91.2
ID1,2021-04-23 17:02:39.308,444.474,91.2
ID1,2021-04-23 17:05:58.236,444.5,91.2
ID1,2021-04-23 17:12:33.771,444.533,91.2
ID1,2021-04-23 17:15:03.618,444.662,91.319
ID1,2021-04-23 17:22:27.061,444.749,91.6
ID1,2021-04-23 17:25:04.463,444.75,91.6
ID1,2021-04-23 17:30:00.337,444.792,91.6
ID1,2021-04-23 17:35:06.439,444.925,91.6
ID1,2021-04-23 17:41:46.840,445.0,91.6
ID1,2021-04-23 17:45:27.890,445.002,91.6
ID1,2021-04-23 17:51:53.108,444.888,91.6
ID1,2021-04-23 17:58:52.907,444.754,91.6
ID1,2021-04-23 18:00:01.413,444.748,91.6
ID1,2021-04-23 18:05:31.039,444.701,91.6
ID1,2021-04-23 18:12:03.699,444.625,91.6
ID1,2021-04-23 18:15:28.497,444.592,91.6
ID1,2021-04-23 18:22:03.749,444.516,91.6
ID1,2021-04-23 18:26:06.809,444.5,91.6
ID1,2021-04-23 18:32:30.800,444.5,91.6
ID1,2021-04-23 18:36:01.386,444.497,91.6
ID1,2021-04-23 18:42:20.209,444.436,91.6
ID1,2021-04-23 18:45:36.460,444.382,91.6
ID1,2021-04-23 18:50:01.609,444.374,91.6
ID1,2021-04-23 18:55:15.177,444.28,91.6
ID1,2021-04-23 19:00:03.702,444.251,91.6
ID1,2021-04-23 20:13:05.451,444.588,91.6
ID1,2021-04-23 20:15:03.854,444.715,91.6
ID1,2021-04-23 20:20:01.374,444.755,91.6
ID1,2021-04-23 20:25:50.462,444.872,91.6
ID1,2021-04-23 20:30:00.943,444.992,91.718
ID1,2021-04-23 20:35:06.124,445.0,92.0
ID1,2021-04-23 20:42:12.288,445.033,92.0
